Gene Name,Transcript Name,Description
Phvul.009G091800,Phvul.009G091800.1,PTHR11062//PTHR11062:SF43 - EXOSTOSIN  HEPARAN SULFATE GLYCOSYLTRANSFERASE -RELATED // SUBFAMILY NOT NAMED (1 of 2)
Phvul.002G018200,Phvul.002G018200.1,PTHR33136:SF7 - PROTEIN RALF-LIKE 26-RELATED (1 of 1)
Phvul.009G252000,Phvul.009G252000.1,PTHR24078 - DNAJ HOMOLOG SUBFAMILY C MEMBER (1 of 123)
Phvul.003G207300,Phvul.003G207300.1,PTHR24413:SF75 - BTB/POZ AND TAZ DOMAIN-CONTAINING PROTEIN 2 (1 of 2)
Phvul.007G230200,Phvul.007G230200.1,"K02943 - large subunit ribosomal protein LP2 (RP-LP2, RPLP2)  (1 of 3)"
Phvul.004G165200,Phvul.004G165200.1,K16584 - HAUS augmin-like complex subunit 1 (HAUS1)  (1 of 1)
Phvul.007G235600,Phvul.007G235600.1,PTHR13016 - AMMECR1 HOMOLOG (1 of 1)
Phvul.004G074500,Phvul.004G074500.5,
Phvul.009G003100,Phvul.009G003100.1,"PTHR11627:SF16 - FRUCTOSE-BISPHOSPHATE ALDOLASE 1, CHLOROPLASTIC-RELATED (1 of 2)"
Phvul.001G119800,Phvul.001G119800.5,
Phvul.006G151600,Phvul.006G151600.2,
Phvul.005G110700,Phvul.005G110700.1,
Phvul.003G141700,Phvul.003G141700.1,PTHR22957:SF28 - TBC1 DOMAIN FAMILY MEMBER 5 (1 of 1)
Phvul.005G123300,Phvul.005G123300.1,
Phvul.008G277268,Phvul.008G277268.1,PF08263 - Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 284)
Phvul.007G021800,Phvul.007G021800.1,"PTHR10949:SF12 - LIPOYL SYNTHASE, CHLOROPLASTIC (1 of 1)"
Phvul.002G120200,Phvul.002G120200.2,
Phvul.009G146050,Phvul.009G146050.1,PTHR10579//PTHR10579:SF55 - CALCIUM-ACTIVATED CHLORIDE CHANNEL REGULATOR // SUBFAMILY NOT NAMED (1 of 2)
Phvul.L007443,Phvul.L007443.1,PTHR11040//PTHR11040:SF23 - ZINC/IRON TRANSPORTER // SUBFAMILY NOT NAMED (1 of 3)
Phvul.006G173850,Phvul.006G173850.1,
Phvul.010G101200,Phvul.010G101200.2,
Phvul.008G264700,Phvul.008G264700.2,
Phvul.002G219800,Phvul.002G219800.1,PTHR23315:SF112 - U-BOX DOMAIN-CONTAINING PROTEIN 8 (1 of 1)
Phvul.007G241500,Phvul.007G241500.1,PTHR22597:SF0 - POLYCOMB PROTEIN SUZ12 (1 of 3)
Phvul.008G159400,Phvul.008G159400.1,"PTHR31194//PTHR31194:SF16 - SHN  SHINE , DNA BINDING / TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED (1 of 4)"
Phvul.011G116900,Phvul.011G116900.2,
Phvul.002G138300,Phvul.002G138300.2,
Phvul.008G213600,Phvul.008G213600.2,
Phvul.002G004200,Phvul.002G004200.1,3.1.3.58 - Sugar-terminal-phosphatase / Xylitol-5-phosphatase (1 of 3)
Phvul.011G188400,Phvul.011G188400.1,
Phvul.003G245900,Phvul.003G245900.2,
Phvul.009G037000,Phvul.009G037000.1,"K16052 - MscS family membrane protein (ynaI, mscMJ, MSL)  (1 of 1)"
Phvul.002G309600,Phvul.002G309600.1,PTHR23406:SF26 - NADP-DEPENDENT MALIC ENZYME 1 (1 of 2)
Phvul.002G090301,Phvul.002G090301.1,PTHR10381:SF19 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 1 (1 of 1)
Phvul.010G157900,Phvul.010G157900.4,
Phvul.008G206100,Phvul.008G206100.2,"K07199 - 5'-AMP-activated protein kinase, regulatory beta subunit (PRKAB)  (1 of 4)"
Phvul.004G104300,Phvul.004G104300.1,PF03105//PF07690 - SPX domain (SPX)  // Major Facilitator Superfamily (MFS_1)  (1 of 2)
Phvul.011G014700,Phvul.011G014700.1,PTHR22844//PTHR22844:SF223 - F-BOX AND WD40 DOMAIN PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.007G200800,Phvul.007G200800.1,PTHR11073//PTHR11073:SF17 - CALRETICULIN AND CALNEXIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.003G044900,Phvul.003G044900.1,
Phvul.009G086700,Phvul.009G086700.1,PTHR33021:SF8 - EARLY NODULIN-LIKE PROTEIN 1-RELATED (1 of 3)
Phvul.002G151001,Phvul.002G151001.1,PTHR10211 - DEOXYRIBODIPYRIMIDINE PHOTOLYASE (1 of 2)
Phvul.010G153300,Phvul.010G153300.1,K02265 - cytochrome c oxidase subunit 5b (COX5B)  (1 of 2)
Phvul.007G135400,Phvul.007G135400.1,"PTHR11404:SF24 - SUPEROXIDE DISMUTASE [FE] 2, CHLOROPLASTIC (1 of 2)"
Phvul.007G090800,Phvul.007G090800.3,
Phvul.008G111400,Phvul.008G111400.1,PTHR15852:SF20 - CHAPERONE PROTEIN DNAJ-LIKE PROTEIN (1 of 1)
Phvul.L001604,Phvul.L001604.4,
Phvul.006G145900,Phvul.006G145900.1,K17427 - large subunit ribosomal protein L46 (MRPL46)  (1 of 1)
Phvul.003G152600,Phvul.003G152600.6,
Phvul.009G187100,Phvul.009G187100.2,
Phvul.009G214600,Phvul.009G214600.1,
Phvul.008G060200,Phvul.008G060200.2,
Phvul.007G025500,Phvul.007G025500.1,PTHR22952:SF209 - BZIP TRANSCRIPTION FACTOR (1 of 2)
Phvul.001G208800,Phvul.001G208800.1,PF04043 - Plant invertase/pectin methylesterase inhibitor (PMEI)  (1 of 98)
Phvul.007G081200,Phvul.007G081200.2,
Phvul.005G126500,Phvul.005G126500.1,
Phvul.004G128100,Phvul.004G128100.1,PF00069//PF08263 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 19)
Phvul.001G117500,Phvul.001G117500.1,"2.4.1.25 - 4-alpha-glucanotransferase / Oligo-1,4-1,4-glucantransferase (1 of 3)"
Phvul.008G154713,Phvul.008G154713.15,
Phvul.003G273900,Phvul.003G273900.1,PTHR22952:SF47 - BASIC LEUCINE ZIPPER 1-RELATED (1 of 2)
Phvul.008G142000,Phvul.008G142000.1,3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)
Phvul.006G089300,Phvul.006G089300.2,
Phvul.003G211800,Phvul.003G211800.1,PTHR32295:SF13 - CALMODULIN BINDING PROTEIN IQD22 (1 of 2)
Phvul.003G171200,Phvul.003G171200.2,
Phvul.004G138800,Phvul.004G138800.2,
Phvul.002G152800,Phvul.002G152800.1,"PTHR31032:SF1 - PGR5-LIKE PROTEIN 1A, CHLOROPLASTIC-RELATED (1 of 2)"
Phvul.001G013900,Phvul.001G013900.1,
Phvul.004G094900,Phvul.004G094900.1,
Phvul.003G245000,Phvul.003G245000.2,PF00685 - Sulfotransferase domain (Sulfotransfer_1)  (1 of 13)
Phvul.008G204800,Phvul.008G204800.1,PTHR11595:SF24 - ELONGATION FACTOR 1-BETA 1-RELATED (1 of 2)
Phvul.008G269600,Phvul.008G269600.2,
Phvul.002G140800,Phvul.002G140800.1,K02698 - photosystem I subunit X (psaK)  (1 of 2)
Phvul.009G087700,Phvul.009G087700.1,
Phvul.006G198600,Phvul.006G198600.1,PF03137 - Organic Anion Transporter Polypeptide (OATP) family (OATP)  (1 of 3)
Phvul.006G136500,Phvul.006G136500.1,PTHR24351//PTHR24351:SF87 - RIBOSOMAL PROTEIN S6 KINASE // SUBFAMILY NOT NAMED (1 of 1)
Phvul.001G232400,Phvul.001G232400.1,PTHR21596:SF25 - TRANSCRIPTION REGULATOR-LIKE-RELATED (1 of 3)
Phvul.006G159200,Phvul.006G159200.1,"PTHR10869:SF64 - OXIDOREDUCTASE, 2OG-FE(II) OXYGENASE FAMILY PROTEIN-RELATED (1 of 2)"
Phvul.007G044700,Phvul.007G044700.1,K02180 - cell cycle arrest protein BUB3 (BUB3)  (1 of 3)
Phvul.009G053500,Phvul.009G053500.1,"PTHR24056:SF181 - PLASTID-LIPID-ASSOCIATED PROTEIN 14, CHLOROPLASTIC-RELATED (1 of 1)"
Phvul.001G064200,Phvul.001G064200.3,
Phvul.011G054800,Phvul.011G054800.1,PTHR12444:SF2 - ARM REPEAT SUPERFAMILY PROTEIN (1 of 2)
Phvul.003G010300,Phvul.003G010300.1,KOG0324 - Uncharacterized conserved protein (1 of 12)
Phvul.003G177900,Phvul.003G177900.2,
Phvul.003G051700,Phvul.003G051700.1,1.14.13.136 - 2-hydroxyisoflavanone synthase / Isoflavonoid synthase (1 of 4)
Phvul.011G031200,Phvul.011G031200.1,PTHR18929:SF92 - ENDOPLASMIC RETICULUM RESIDENT PROTEIN 27 (1 of 1)
Phvul.001G085500,Phvul.001G085500.2,
Phvul.001G163200,Phvul.001G163200.3,
Phvul.006G183100,Phvul.006G183100.1,PF00847 - AP2 domain (AP2)  (1 of 180)
Phvul.002G230300,Phvul.002G230300.3,PF03110 - SBP domain (SBP)  (1 of 23)
Phvul.007G185800,Phvul.007G185800.1,"K02974 - small subunit ribosomal protein S24e (RP-S24e, RPS24)  (1 of 2)"
Phvul.010G120000,Phvul.010G120000.1,PTHR11969:SF29 - TRANSCRIPTION FACTOR BHLH57-RELATED (1 of 1)
Phvul.010G050900,Phvul.010G050900.1,"PTHR24093:SF327 - ATPASE 11, PLASMA MEMBRANE-TYPE (1 of 1)"
Phvul.002G151500,Phvul.002G151500.1,PTHR11206:SF93 - MATE EFFLUX FAMILY PROTEIN (1 of 1)
Phvul.001G033300,Phvul.001G033300.2,
Phvul.008G255900,Phvul.008G255900.1,"K02135 - F-type H+-transporting ATPase subunit epsilon (ATPeF1E, ATP5E, ATP15)  (1 of 1)"
Phvul.002G005500,Phvul.002G005500.1,
Phvul.006G071900,Phvul.006G071900.1,PTHR22950:SF280 - TRANSMEMBRANE AMINO ACID TRANSPORTER FAMILY PROTEIN (1 of 4)
Phvul.009G185400,Phvul.009G185400.1,
Phvul.002G298100,Phvul.002G298100.1,
Phvul.007G256200,Phvul.007G256200.1,
Phvul.007G040200,Phvul.007G040200.1,PTHR10783//PTHR10783:SF47 - XENOTROPIC AND POLYTROPIC RETROVIRUS RECEPTOR 1-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.001G196000,Phvul.001G196000.1,PTHR22849:SF38 - E3 UBIQUITIN-PROTEIN LIGASE PUB22-RELATED (1 of 2)
Phvul.010G148200,Phvul.010G148200.1,"K04499 - RuvB-like protein 1 (pontin 52) (RUVBL1, RVB1, INO80H)  (1 of 1)"
Phvul.005G153900,Phvul.005G153900.3,
Phvul.004G089600,Phvul.004G089600.1,PTHR15838:SF1 - NUCLEOLAR PROTEIN OF 40 KDA (1 of 2)
Phvul.003G088400,Phvul.003G088400.4,
Phvul.006G049800,Phvul.006G049800.1,PF12047 - Cytosine specific DNA methyltransferase replication foci domain (DNMT1-RFD)  (1 of 2)
Phvul.008G006600,Phvul.008G006600.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.001G070600,Phvul.001G070600.6,
Phvul.010G069800,Phvul.010G069800.7,
Phvul.005G039000,Phvul.005G039000.1,"KOG0131 - Splicing factor 3b, subunit 4 (1 of 23)"
Phvul.003G105500,Phvul.003G105500.4,
Phvul.002G274700,Phvul.002G274700.2,
Phvul.002G121000,Phvul.002G121000.4,
Phvul.009G065100,Phvul.009G065100.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.002G110400,Phvul.002G110400.1,
Phvul.002G210300,Phvul.002G210300.2,
Phvul.006G149200,Phvul.006G149200.2,
Phvul.011G033500,Phvul.011G033500.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.007G041200,Phvul.007G041200.1,PTHR16223:SF17 - BASIC HELIX-LOOP-HELIX (BHLH) DNA-BINDING SUPERFAMILY PROTEIN-RELATED (1 of 1)
Phvul.011G194600,Phvul.011G194600.1,PTHR27002:SF95 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE B120 (1 of 12)
Phvul.008G114300,Phvul.008G114300.1,PTHR11850:SF82 - BEL1-LIKE HOMEODOMAIN PROTEIN 8-RELATED (1 of 2)
Phvul.007G091700,Phvul.007G091700.1,
Phvul.005G067975,Phvul.005G067975.1,PTHR32295:SF9 - IQ-DOMAIN 9 PROTEIN (1 of 4)
Phvul.007G103200,Phvul.007G103200.2,
Phvul.007G233200,Phvul.007G233200.1,2.7.1.83 - Pseudouridine kinase (1 of 1)
Phvul.010G056200,Phvul.010G056200.1,PTHR31251:SF15 - SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 3 (1 of 2)
Phvul.002G301500,Phvul.002G301500.2,
Phvul.003G057000,Phvul.003G057000.1,
Phvul.002G095500,Phvul.002G095500.1,K17795 - mitochondrial import inner membrane translocase subunit TIM17 (TIM17)  (1 of 2)
Phvul.010G045600,Phvul.010G045600.1,"2.4.1.260 - Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,6-mannosyltransferase / Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl alpha-6-mannosyltransferase (1 of 1)"
Phvul.002G177600,Phvul.002G177600.1,PTHR31384:SF3 - AUXIN RESPONSE FACTOR 6 (1 of 2)
Phvul.003G254000,Phvul.003G254000.1,PTHR10992//PTHR10992:SF838 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Phvul.008G044701,Phvul.008G044701.2,
Phvul.001G075300,Phvul.001G075300.1,PTHR32295:SF33 - PROTEIN IQ-DOMAIN 21 (1 of 2)
Phvul.005G137000,Phvul.005G137000.3,
Phvul.003G022200,Phvul.003G022200.1,PTHR23315:SF90 - ARMADILLO/BETA-CATENIN-LIKE REPEAT-CONTAINING PROTEIN (1 of 1)
Phvul.005G171600,Phvul.005G171600.1,"KOG4282 - Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain (1 of 24)"
Phvul.010G142900,Phvul.010G142900.8,
Phvul.009G217900,Phvul.009G217900.1,K17600 - vacuolar protein sorting-associated protein 54 (VPS54)  (1 of 1)
Phvul.002G054200,Phvul.002G054200.1,PF03007//PF06974 - Wax ester synthase-like Acyl-CoA acyltransferase domain (WES_acyltransf)  // Protein of unknown function (DUF1298) (DUF1298)  (1 of 7)
Phvul.009G193200,Phvul.009G193200.1,PTHR31942:SF18 - MLO-LIKE PROTEIN 10-RELATED (1 of 5)
Phvul.006G075300,Phvul.006G075300.1,PTHR21576:SF11 - MAJOR FACILITATOR PROTEIN (1 of 2)
Phvul.010G119800,Phvul.010G119800.1,PF03168 - Late embryogenesis abundant protein (LEA_2)  (1 of 55)
Phvul.002G118300,Phvul.002G118300.1,"PTHR24089:SF161 - MITOCHONDRIAL PHOSPHATE CARRIER PROTEIN 1, MITOCHONDRIAL (1 of 1)"
Phvul.002G268400,Phvul.002G268400.1,PTHR31181:SF50 - EGG CELL-SECRETED PROTEIN 1.2-RELATED (1 of 1)
Phvul.006G061950,Phvul.006G061950.3,
Phvul.003G085900,Phvul.003G085900.1,
Phvul.008G100400,Phvul.008G100400.1,PTHR11709:SF66 - LACCASE-17 (1 of 2)
Phvul.003G184100,Phvul.003G184100.1,
Phvul.001G014000,Phvul.001G014000.1,PTHR23500:SF43 - SUGAR TRANSPORTER ERD6-LIKE 4-RELATED (1 of 2)
Phvul.011G074200,Phvul.011G074200.1,PTHR32077:SF7 - FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 11 (1 of 25)
Phvul.006G025100,Phvul.006G025100.1,
Phvul.008G030750,Phvul.008G030750.1,
Phvul.002G262900,Phvul.002G262900.2,PTHR12460:SF4 - ENTH/VHS FAMILY PROTEIN (1 of 1)
Phvul.001G019200,Phvul.001G019200.2,PTHR10641//PTHR10641:SF611 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)
Phvul.002G116700,Phvul.002G116700.3,
Phvul.006G146500,Phvul.006G146500.1,K15601 - lysine-specific demethylase 3 [EC:1.14.11.-] (KDM3)  (1 of 8)
Phvul.011G197400,Phvul.011G197400.1,PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)
Phvul.004G061400,Phvul.004G061400.1,PTHR11945:SF176 - PROTEIN AGAMOUS-LIKE 82 (1 of 13)
Phvul.010G147700,Phvul.010G147700.1,3.5.1.110 - Peroxyureidoacrylate/ureidoacrylate amidohydrolase (1 of 2)
Phvul.002G290000,Phvul.002G290000.3,
Phvul.010G092000,Phvul.010G092000.4,
Phvul.007G073100,Phvul.007G073100.1,
Phvul.001G144300,Phvul.001G144300.1,
Phvul.004G050700,Phvul.004G050700.1,"PF00076 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) (RRM_1)  (1 of 252)"
Phvul.007G255700,Phvul.007G255700.1,
Phvul.011G078100,Phvul.011G078100.1,1.5.1.43 - Carboxynorspermidine synthase / Carboxyspermidine dehydrogenase (1 of 1)
Phvul.009G121200,Phvul.009G121200.2,
Phvul.011G183600,Phvul.011G183600.2,PF00407 - Pathogenesis-related protein Bet v I family (Bet_v_1)  (1 of 46)
Phvul.010G006700,Phvul.010G006700.1,PTHR10584:SF175 - FRUCTOKINASE-LIKE 1 (1 of 1)
Phvul.006G111300,Phvul.006G111300.1,PTHR32285:SF9 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 25-RELATED (1 of 2)
Phvul.011G125500,Phvul.011G125500.1,K16812 - targeting protein for Xklp2 (TPX2)  (1 of 1)
Phvul.007G108200,Phvul.007G108200.2,
Phvul.003G092700,Phvul.003G092700.3,
Phvul.005G061300,Phvul.005G061300.1,PTHR12741:SF21 - CALLOSE SYNTHASE 3 (1 of 8)
Phvul.001G025600,Phvul.001G025600.1,PTHR10177:SF100 - CYCLIN-A3-2-RELATED (1 of 5)
Phvul.009G107900,Phvul.009G107900.2,
Phvul.005G153500,Phvul.005G153500.1,PTHR31832:SF8 - B-BOX TYPE ZINC FINGER-CONTAINING PROTEIN-RELATED (1 of 2)
Phvul.011G140050,Phvul.011G140050.2,
Phvul.001G056500,Phvul.001G056500.2,
Phvul.011G110400,Phvul.011G110400.1,
Phvul.008G277184,Phvul.008G277184.1,PF13855 - Leucine rich repeat (LRR_8)  (1 of 311)
Phvul.L002546,Phvul.L002546.5,
Phvul.006G209400,Phvul.006G209400.1,"K00416 - ubiquinol-cytochrome c reductase subunit 6 (QCR6, UQCRH)  (1 of 1)"
Phvul.005G049300,Phvul.005G049300.1,PTHR11562:SF20 - METAL TOLERANCE PROTEIN 10-RELATED (1 of 2)
Phvul.007G141100,Phvul.007G141100.1,K14944 - RNA-binding protein Nova (NOVA)  (1 of 1)
Phvul.011G140701,Phvul.011G140701.2,
Phvul.003G122000,Phvul.003G122000.1,"K02437 - glycine cleavage system H protein (gcvH, GCSH)  (1 of 3)"
Phvul.003G275800,Phvul.003G275800.1,PTHR31089:SF4 - CYCLIC DOF FACTOR 2-RELATED (1 of 7)
Phvul.008G053200,Phvul.008G053200.1,2.6.1.16 - Glutamine--fructose-6-phosphate transaminase (isomerizing) / L-glutamine-D-fructose-6-phosphate amidotransferase (1 of 1)
Phvul.003G226200,Phvul.003G226200.2,PTHR23084//PTHR23084:SF163 - PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE RELATED // SUBFAMILY NOT NAMED (1 of 2)
Phvul.001G215400,Phvul.001G215400.2,
Phvul.009G048700,Phvul.009G048700.2,
Phvul.002G123300,Phvul.002G123300.2,
Phvul.009G121600,Phvul.009G121600.4,
Phvul.008G021800,Phvul.008G021800.1,PTHR34191:SF2 - STRESS-INDUCED PROTEIN KIN1-RELATED (1 of 8)
Phvul.006G064800,Phvul.006G064800.1,
Phvul.011G017100,Phvul.011G017100.1,2.1.1.95 - Tocopherol O-methyltransferase (1 of 2)
Phvul.001G035900,Phvul.001G035900.1,PF10609 - NUBPL iron-transfer P-loop NTPase (ParA)  (1 of 1)
Phvul.001G056800,Phvul.001G056800.2,
Phvul.009G005500,Phvul.009G005500.1,
Phvul.008G218200,Phvul.008G218200.4,
Phvul.004G115000,Phvul.004G115000.4,
Phvul.008G140400,Phvul.008G140400.2,
Phvul.007G264100,Phvul.007G264100.1,"K02979 - small subunit ribosomal protein S28e (RP-S28e, RPS28)  (1 of 2)"
Phvul.008G029600,Phvul.008G029600.1,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1198)
Phvul.009G118400,Phvul.009G118400.1,PTHR31742:SF1 - RPA-INTERACTING PROTEIN (1 of 1)
Phvul.004G017600,Phvul.004G017600.1,PTHR14140:SF29 - METHYL-CPG-BINDING DOMAIN-CONTAINING PROTEIN 9 (1 of 1)
Phvul.011G133900,Phvul.011G133900.1,K14488 - SAUR family protein (SAUR)  (1 of 75)
Phvul.001G104500,Phvul.001G104500.2,
Phvul.004G018700,Phvul.004G018700.2,PF00892 - EamA-like transporter family (EamA)  (1 of 74)
Phvul.007G045800,Phvul.007G045800.1,
Phvul.007G243400,Phvul.007G243400.1,PTHR23201:SF20 - GIBBERELLIN-REGULATED PROTEIN 14-RELATED (1 of 1)
Phvul.007G000700,Phvul.007G000700.1,"K12663 - delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase (ECH1)  (1 of 1)"
Phvul.003G045701,Phvul.003G045701.1,PTHR10641//PTHR10641:SF626 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 8)
Phvul.011G128100,Phvul.011G128100.1,"K02913 - large subunit ribosomal protein L33 (RP-L33, MRPL33, rpmG)  (1 of 3)"
Phvul.009G194900,Phvul.009G194900.1,PTHR31807:SF2 - HAUS AUGMIN-LIKE COMPLEX SUBUNIT 8 (1 of 2)
Phvul.001G016800,Phvul.001G016800.1,"K13513 - lysocardiolipin and lysophospholipid acyltransferase (LCLAT1, AGPAT8)  (1 of 2)"
Phvul.001G140100,Phvul.001G140100.1,PTHR22952//PTHR22952:SF151 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.002G180500,Phvul.002G180500.1,PTHR10288//PTHR10288:SF137 - KH DOMAIN CONTAINING RNA BINDING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.008G015700,Phvul.008G015700.2,
Phvul.007G225700,Phvul.007G225700.1,PTHR24012:SF455 - POLYADENYLATE-BINDING PROTEIN 7 (1 of 2)
Phvul.004G167400,Phvul.004G167400.1,
Phvul.001G214000,Phvul.001G214000.4,
Phvul.011G153200,Phvul.011G153200.1,K19041 - E3 ubiquitin-protein ligase RNF38/44 [EC:6.3.2.19] (RNF38_44)  (1 of 9)
Phvul.011G207400,Phvul.011G207400.1,K15542 - polyadenylation factor subunit 2 (PFS2)  (1 of 1)
Phvul.007G178300,Phvul.007G178300.14,
Phvul.007G260400,Phvul.007G260400.2,PTHR27007:SF56 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE S.5-RELATED (1 of 3)
Phvul.004G117400,Phvul.004G117400.1,"K15338 - flap endonuclease GEN [EC:3.1.-.-] (GEN1, GEN)  (1 of 2)"
Phvul.010G115600,Phvul.010G115600.1,"PF02701 - Dof domain, zinc finger (zf-Dof)  (1 of 41)"
Phvul.002G258800,Phvul.002G258800.1,PTHR31852:SF49 - F3F19.7-RELATED (1 of 1)
Phvul.008G030300,Phvul.008G030300.1,
Phvul.007G030900,Phvul.007G030900.1,PTHR27005:SF28 - PROTEIN KINASE-LIKE PROTEIN (1 of 7)
Phvul.002G259800,Phvul.002G259800.1,PF05212 - Protein of unknown function (DUF707) (DUF707)  (1 of 10)
Phvul.005G159700,Phvul.005G159700.1,
Phvul.004G172500,Phvul.004G172500.1,PTHR12161:SF13 - REGULATOR OF VPS4 ACTIVITY PROTEIN-RELATED (1 of 1)
Phvul.002G236400,Phvul.002G236400.1,"K02912 - large subunit ribosomal protein L32e (RP-L32e, RPL32)  (1 of 3)"
Phvul.002G091000,Phvul.002G091000.1,2.7.4.26 - Isopentenyl phosphate kinase (1 of 1)
Phvul.006G148400,Phvul.006G148400.1,PF14476 - Petal formation-expressed (Chloroplast_duf)  (1 of 10)
Phvul.003G243600,Phvul.003G243600.1,2.5.1.21 - Squalene synthase / Squalene synthetase (1 of 2)
Phvul.001G023800,Phvul.001G023800.3,
Phvul.004G178000,Phvul.004G178000.2,
Phvul.004G167500,Phvul.004G167500.1,
Phvul.001G219900,Phvul.001G219900.1,
Phvul.003G139100,Phvul.003G139100.1,
Phvul.006G182400,Phvul.006G182400.1,
Phvul.003G253200,Phvul.003G253200.1,
Phvul.007G278900,Phvul.007G278900.1,PTHR23050 - CALCIUM BINDING PROTEIN (1 of 17)
Phvul.002G191400,Phvul.002G191400.2,
Phvul.004G053400,Phvul.004G053400.1,1.1.99.2 - L-2-hydroxyglutarate dehydrogenase / L-alpha-hydroxyglutarate dehydrogenase (1 of 1)
Phvul.008G074600,Phvul.008G074600.1,"PF00400//PF02138//PF14844//PF15787 - WD domain, G-beta repeat (WD40)  // Beige/BEACH domain (Beach)  // PH domain associated with Beige/BEACH (PH_BEACH)  // Domain of unknown function (DUF4704) (DUF4704)  (1 of 1)"
Phvul.006G117800,Phvul.006G117800.2,"K14405 - pre-mRNA 3'-end-processing factor FIP1 (FIP1L1, FIP1)  (1 of 1)"
Phvul.003G106301,Phvul.003G106301.2,
Phvul.002G122100,Phvul.002G122100.1,"PF00076 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) (RRM_1)  (1 of 252)"
Phvul.011G180300,Phvul.011G180300.1,PTHR31810:SF6 - METACASPASE-4-RELATED (1 of 3)
Phvul.002G255300,Phvul.002G255300.1,
Phvul.001G231000,Phvul.001G231000.1,PTHR10891:SF573 - CALCIUM-BINDING PROTEIN CML24-RELATED (1 of 4)
Phvul.011G084600,Phvul.011G084600.1,PTHR14614:SF30 - S-ADENOSYL-L-METHIONINE-DEPENDENT METHYLTRANSFERASES SUPERFAMILY PROTEIN (1 of 1)
Phvul.005G026600,Phvul.005G026600.1,
Phvul.002G069001,Phvul.002G069001.1,PF05678 - VQ motif (VQ)  (1 of 39)
Phvul.010G083700,Phvul.010G083700.1,PTHR13105//PTHR13105:SF8 - MYELOID LEUKEMIA FACTOR // SUBFAMILY NOT NAMED (1 of 1)
Phvul.011G100450,Phvul.011G100450.1,PTHR21495//PTHR21495:SF78 - NUCLEOPORIN-RELATED // SUBFAMILY NOT NAMED (1 of 4)
Phvul.009G171500,Phvul.009G171500.1,"K11294 - nucleolin (NCL, NSR1)  (1 of 6)"
Phvul.007G242433,Phvul.007G242433.4,
Phvul.008G132300,Phvul.008G132300.1,PTHR10693:SF23 - NUCLEAR TRANSPORT FACTOR 2 AND RNA RECOGNITION MOTIF DOMAIN-CONTAINING PROTEIN-RELATED (1 of 1)
Phvul.001G141900,Phvul.001G141900.3,
Phvul.002G090522,Phvul.002G090522.1,K02697 - photosystem I subunit IX (psaJ)  (1 of 2)
Phvul.002G165200,Phvul.002G165200.1,PTHR22835:SF281 - SGNH HYDROLASE-TYPE ESTERASE SUPERFAMILY PROTEIN (1 of 1)
Phvul.002G184800,Phvul.002G184800.1,PTHR27000:SF5 - SERINE/THREONINE-PROTEIN KINASE BRI1-LIKE 2 (1 of 1)
Phvul.005G150900,Phvul.005G150900.1,PTHR17630:SF48 - DIENELACTONE HYDROLASE-LIKE PROTEIN (1 of 7)
Phvul.002G285700,Phvul.002G285700.2,
